Temperatura,Personas,Electrodomesticos,Consumo_kWh
16.22911476968268,1.0,6.0,27.904590052961694
17.483028736887388,2.0,6.0,
15.495034333683522,4.0,18.0,54.69662619524658
18.70643500015202,2.0,10.0,34.88614364236008
17.46122382417941,2.0,14.0,46.37379433835374
9.476464166850203,3.0,13.0,33.15307790770695
23.066565295075144,2.0,17.0,49.13333070268947
22.23257623345166,2.0,5.0,29.589833782026083
16.759543582281843,2.0,16.0,47.495746215000665
27.835281712917052,2.0,18.0,64.48184521209586
28.68506455285818,2.0,7.0,47.72696659367185
23.35220377090393,4.0,10.0,54.15113542235755
24.24117322886933,5.0,17.0,61.83187936992874
27.275170628366727,3.0,18.0,64.22071807439247
18.527105927225357,1.0,18.0,45.292033274629866
21.028519024961245,3.0,16.0,52.4348232021649
17.79917686417767,5.0,6.0,40.61851642267651
19.122030598257467,2.0,20.0,58.49510375905093
22.36551760462718,4.0,6.0,42.39408142332364
27.555110548944576,4.0,18.0,69.25838993817554
24.974190600305167,2.0,14.0,52.28598608851814
15.533857761608601,4.0,7.0,35.8791663348683
19.385331000314295,1.0,15.0,46.36429556847171
19.820734906411044,3.0,,61.616670684747476
18.93972828529453,5.0,11.0,54.40511170218245
27.265235468322587,2.0,13.0,52.281838769227164
21.984675008862173,1.0,14.0,43.76992517143525
20.784416345704063,5.0,6.0,42.81103966903153
21.46635449399207,5.0,18.0,68.34628622628283
16.189682799916564,2.0,5.0,23.06050274496237
21.070970557908886,2.0,18.0,53.39190502040862
27.95454945153812,3.0,13.0,57.22077416590745
17.652035342991265,1.0,18.0,51.98326938826387
20.30204053978216,1.0,18.0,52.06792628048395
19.275493160967024,3.0,15.0,50.18220445064529
24.416599218696042,2.0,20.0,63.06427891043329
22.192804560619013,1.0,19.0,51.602848365123634
22.665155448416698,4.0,9.0,45.44347674124341
30.344379242823585,3.0,19.0,70.43728782845861
,4.0,16.0,61.14911230745975
29.939384273306764,5.0,10.0,58.813678174002554
13.722496562138456,3.0,19.0,56.33791093565424
22.31626904088325,2.0,12.0,
19.27483725486286,4.0,11.0,
24.407293039877036,2.0,14.0,49.08229066886361
16.31627722714189,2.0,,36.71753058327743
18.240135624177945,1.0,12.0,39.26274792931688
20.681783390607386,4.0,6.0,42.633844409977144
26.227751136012948,4.0,15.0,60.84477875327409
21.096153390892834,4.0,13.0,51.72027766452997
21.216853332144325,5.0,12.0,55.776062840890184
19.19797387843903,3.0,19.0,58.304875421765715
23.88169798815087,5.0,19.0,
27.03481536700689,1.0,13.0,49.56447819712208
17.584830919172052,3.0,7.0,32.31717379415684
14.811379144075952,3.0,19.0,58.640183440317806
23.910283207300928,4.0,5.0,37.352886786274034
26.624160687928473,,,59.248097881034425
26.238026242977003,3.0,8.0,44.67924268006217
22.066821695571573,1.0,11.0,32.70512166677773
15.646493367022025,5.0,8.0,42.048082003790036
,2.0,15.0,52.86740647208549
,1.0,7.0,
15.522728421984265,1.0,18.0,46.79369568999443
,2.0,9.0,45.14569934343038
25.890406646530895,1.0,18.0,51.5791553731666
14.344311306928708,3.0,11.0,36.83981309663096
27.19667151988616,5.0,,73.34736225962071
28.66815792174051,2.0,15.0,53.4497667261101
26.12214482545557,3.0,8.0,45.52534757157197
32.02366036337372,4.0,18.0,73.14003622428493
17.842488170101984,,20.0,64.18346912726484
33.01187535420166,5.0,,78.48473632295863
17.725982494082764,1.0,19.0,50.63598717625641
22.594454865985877,5.0,20.0,69.72366328806402
18.697553783334907,4.0,8.0,43.34384031148796
14.465007302945477,1.0,20.0,48.56121852623698
24.220935654512544,2.0,19.0,56.92091634042695
20.111781657223304,1.0,8.0,32.77255589582757
12.565908873255264,4.0,18.0,50.854522179800036
21.69091512477762,,16.0,57.28327186321071
21.92647319798635,5.0,7.0,50.411039524640955
,,10.0,44.297799865979385
20.685856584637946,5.0,5.0,42.74740475698812
27.691219238051957,2.0,11.0,51.58454651691835
23.736838911267235,4.0,12.0,51.32492975877465
21.72742808276246,4.0,9.0,40.195689069258584
15.673545282667213,3.0,17.0,52.997797510805746
26.198693679991017,2.0,18.0,54.91523970825942
,4.0,11.0,45.34466694566143
27.96738923142457,5.0,,52.134674802505955
26.73147998307728,1.0,18.0,56.95287106365702
26.143044272256695,4.0,9.0,51.34925765705847
14.20515830562024,4.0,,35.04916733935824
23.13997233029249,1.0,19.0,55.823906205176336
22.63992149260016,3.0,5.0,36.685458707693044
20.24778807437189,5.0,14.0,62.1777093347067
25.806156095969392,3.0,9.0,45.12530815605569
17.97868669207927,3.0,16.0,51.62221262691819
33.192458975737004,,5.0,42.19331391627013
21.125882147394506,2.0,8.0,38.86661843423106
26.178150399094367,,6.0,43.898203213905575
17.233942927787904,1.0,16.0,46.3349025050618
22.871559002329768,3.0,20.0,64.06471080918237
16.400313822825687,,6.0,35.90723049194288
22.409866558777203,3.0,9.0,46.955749702259354
25.763398132757175,5.0,16.0,67.34454121685295
23.025476132967377,4.0,13.0,53.570773260326995
16.31254175178671,5.0,8.0,39.453647430123866
,,17.0,59.4520448365303
22.01672093251073,1.0,19.0,50.400852163238916
,4.0,19.0,54.917397796569375
,5.0,6.0,47.45401627469829
17.95291266494515,3.0,12.0,45.34250818244135
,5.0,20.0,64.47451939534535
23.211882251184825,1.0,5.0,30.119355430982058
22.58741350915982,5.0,,60.67427696945543
27.994843823476806,3.0,19.0,66.08901451639957
21.898095126117465,,18.0,57.89487882288509
32.92131154214013,4.0,5.0,52.589025134031495
29.50527149202349,4.0,6.0,44.35552009872211
17.219232964212715,5.0,12.0,50.25522428220378
,4.0,20.0,69.05584809376676
,5.0,12.0,53.75752371237306
17.437559039129532,1.0,14.0,39.35206267331755
,4.0,16.0,55.42050880633623
16.577920109528666,1.0,18.0,47.30047713572154
31.009576579187513,3.0,10.0,55.17057477624049
30.37716367428689,5.0,13.0,61.64164211612329
18.093741266770635,1.0,7.0,35.296492264377804
28.819720335373837,3.0,6.0,44.07618733513455
18.973135065179832,1.0,,41.833058701973066
16.213783310331742,3.0,16.0,54.69530131261029
20.057666947062735,5.0,14.0,51.87283504681023
24.16298128126123,4.0,15.0,63.50360280506742
,5.0,12.0,51.09415809024479
16.62929181036325,4.0,14.0,49.087492806347605
22.0620820000321,,19.0,61.59198135391842
15.94269162043519,2.0,15.0,45.14760339020289
23.84415648508897,1.0,7.0,34.635886356100194
20.915407899529455,5.0,15.0,59.5929201542659
24.02497363002152,5.0,19.0,67.84840556744344
23.454356813027204,4.0,15.0,57.76935868426027
23.0095917750044,2.0,10.0,47.94970410553067
9.341167142016115,1.0,5.0,18.880879511528033
16.424057139071174,1.0,15.0,41.67288552913912
21.557858707593226,3.0,5.0,34.28255989109561
21.78151659752033,5.0,6.0,46.50990381551954
21.4906920772084,,17.0,62.44812704897793
,4.0,10.0,47.769337389553435
16.592965475980552,4.0,7.0,40.105597210061376
23.470174896277307,2.0,17.0,60.493874896833866
17.935682246286923,5.0,20.0,61.84718228727293
25.578037970008737,3.0,,65.77153686293573
29.453347716670194,4.0,19.0,67.15321594252404
14.250201842602324,1.0,16.0,43.64181816847795
28.257020998201288,4.0,13.0,57.92401666444001
28.983444064895377,4.0,16.0,68.00451922877878
,5.0,9.0,49.09979971040193
22.957721130005517,4.0,5.0,40.935550205803736
26.518527232920157,2.0,12.0,
15.967632465952763,,14.0,45.58420621166884
24.090724454406313,3.0,17.0,53.766391358412875
22.992385934959707,1.0,11.0,43.29277846853061
30.888758576732474,2.0,15.0,56.28823062809805
21.717473910061553,3.0,13.0,54.36917537576446
15.342388579904203,3.0,11.0,44.952859644271236
24.676052219779926,3.0,9.0,45.623183619669206
19.387401673400046,1.0,19.0,55.86798366129514
19.81914041988039,4.0,15.0,57.47763343798275
20.438176543145946,,12.0,45.199649562160324
26.53198073813669,3.0,16.0,57.993654646804046
21.898062425958138,3.0,14.0,50.15844644924339
24.156765614601685,2.0,5.0,38.08528555010709
24.95749705356791,3.0,8.0,40.38194588254795
24.90572633222744,3.0,15.0,57.658565647610345
24.6864398692257,5.0,12.0,55.48878455876183
12.387177423097373,1.0,11.0,27.28458556799914
22.789897777203166,1.0,,31.597344811029064
17.072698680572383,1.0,13.0,36.92846953597746
23.203753708056894,3.0,19.0,57.00089805331901
16.778426280493058,1.0,12.0,41.786089403928244
32.4289973694068,5.0,17.0,74.03609743639642
26.050622326103788,2.0,19.0,61.85047343869236
16.59275894378542,4.0,,37.39280062519205
28.953599057099964,5.0,19.0,66.46528832002548
20.396584229603533,3.0,10.0,44.63557940053943
21.615858613321198,3.0,11.0,43.71438950096204
22.11517139919755,3.0,8.0,43.47092189930909
18.49998056658481,5.0,14.0,57.65578943579829
33.333454201265056,5.0,19.0,79.65349484448475
30.061318278227162,4.0,9.0,49.92454332225101
20.790726733111534,2.0,18.0,44.968959619957424
25.623011679140202,2.0,20.0,55.314235742985595
15.502566657139838,1.0,5.0,23.730548397844903
19.523558402052537,1.0,13.0,40.643336194060666
26.221290134722246,5.0,17.0,68.06057118680928
26.301745482537875,3.0,8.0,
24.37428699426519,3.0,12.0,51.662739566582175
17.20594536950668,5.0,12.0,
27.640026586247934,1.0,7.0,35.71786808374241
16.86412942022013,2.0,7.0,26.114185371332656
27.581053897982276,5.0,13.0,66.25952163887446
,2.0,15.0,51.54824427370391
24.252778745324292,1.0,9.0,41.82180271370183
19.148900720116995,1.0,6.0,29.324229558840123
17.20725754471861,2.0,10.0,37.01323294919146
7.4514040756155,1.0,,27.465048030026818
19.004992380904987,2.0,18.0,51.42108406025189
15.292197203835133,2.0,8.0,35.277715395862195
37.06981746523208,3.0,8.0,53.9345473445191
12.86365280574487,1.0,10.0,33.81295862304752
27.355857909819388,,10.0,40.465719319438584
26.32008807978985,1.0,5.0,34.1586040468718
17.13718087017167,3.0,18.0,53.753779707928
15.78701018883556,3.0,15.0,47.124114380939545
30.44826676581742,,20.0,79.60747158020136
20.34453790317684,4.0,6.0,36.72076020285905
12.502793086769755,3.0,,52.05579104709992
19.639859568270236,2.0,5.0,33.56277029081812
24.14869934333576,4.0,5.0,43.605367376586514
18.51486866456,3.0,17.0,59.92149863181564
25.535618783201706,1.0,7.0,33.47228587183126
24.101243522133174,5.0,13.0,62.394130077216396
18.513024459506298,3.0,14.0,48.065984110939766
10.175840436464634,4.0,,38.25071230744227
23.98011481003434,4.0,13.0,57.2205361842431
18.907915866131663,3.0,15.0,51.55995907004735
13.924787605904253,4.0,5.0,38.05324408929292
25.61006943516453,4.0,5.0,37.399586070872544
24.981427147570198,5.0,12.0,55.94485186303174
14.647289506685292,1.0,13.0,41.07160484017244
23.06969344060089,3.0,11.0,44.952591593637116
20.114312867924287,5.0,18.0,59.000140542181526
20.45354474907247,1.0,15.0,47.57212726959036
20.939293458342377,1.0,17.0,53.86070563941212
17.361270171791933,5.0,9.0,44.90921928497074
24.577453852842968,3.0,16.0,59.18593607393177
26.387548420405114,4.0,18.0,68.50837416491804
12.687318506795386,1.0,15.0,38.704257669047635
19.049563133299188,3.0,,50.810063501664246
22.614460105766096,,5.0,37.06746021974389
24.349794575710607,4.0,10.0,50.27878200978118
21.02573894124413,2.0,6.0,35.32830039866851
24.711508809568862,2.0,16.0,56.42948499934245
23.208443686219653,4.0,10.0,52.8037652174799
19.041377994456624,4.0,15.0,48.98597665549957
23.046477946420353,4.0,11.0,49.58116759639442
18.3795135328184,3.0,5.0,
24.660311088292225,2.0,14.0,50.63620048431338
22.905499125413648,3.0,6.0,38.45939701742618
26.887787269847603,2.0,17.0,58.11389101460516
25.151488361414245,3.0,8.0,42.1678902191212
24.423278862510678,2.0,19.0,58.66245006358645
25.881397953092097,4.0,12.0,49.45647478919789
21.72540249611532,5.0,11.0,54.65671768831029
19.991537191083534,4.0,17.0,
18.368502458667514,4.0,7.0,42.15444826133542
22.717531848112184,5.0,15.0,65.56002876102444
29.62757575429447,1.0,8.0,42.25521614990463
27.21625304447597,,,53.69741594645152
24.8463538469521,2.0,7.0,39.89015687587555
21.534259743822865,2.0,19.0,58.40256832634842
16.559542906231634,,13.0,48.96181831002659
28.39520971143954,5.0,,48.9922912547822
24.721459531607135,5.0,7.0,43.47863922572191
32.21900957883226,5.0,19.0,75.73397011329743
19.078822402591825,2.0,12.0,48.10977460911445
24.876097157298357,5.0,6.0,48.85305074055151
20.7922036021508,1.0,19.0,54.60225135394103
20.096314166710485,4.0,13.0,59.17021878943376
28.40098058256259,4.0,16.0,60.314662646098874
13.221654400358164,5.0,19.0,60.29292751467877
21.453929475211435,5.0,19.0,67.7846253100958
22.21877756588634,2.0,9.0,38.8627430174669
26.730618464715832,3.0,11.0,47.38805834541564
27.405804340485613,4.0,5.0,45.58317735612911
22.24957292457761,3.0,8.0,37.95826715006439
23.674155060565795,4.0,14.0,57.72315287718987
16.400543426831028,4.0,19.0,59.62201464858115
,1.0,15.0,42.71914095362136
,1.0,16.0,42.2227858021328
25.50472277446023,4.0,7.0,45.271494696766155
23.796478024063546,4.0,,72.58446569070787
20.79746841197484,5.0,12.0,142.46285997424036
16.743927625266494,3.0,14.0,47.58920214950692
,5.0,11.0,63.39170224155894
25.135071297783277,2.0,8.0,42.61960788716977
31.254423834578972,2.0,14.0,
23.17641502587089,5.0,18.0,61.001138171940156
20.239464159413803,5.0,14.0,61.048958436175774
23.522336970371846,1.0,11.0,42.15566331891817
,5.0,17.0,78.2609317523025
13.56867824424845,5.0,9.0,44.7478002699398
22.12190771532804,5.0,5.0,41.71757472749531
22.69668604562435,4.0,20.0,59.60008250116139
,4.0,7.0,38.849559750753464
24.29770028483141,3.0,7.0,39.618293284291326
16.26593054367297,4.0,14.0,47.03055071391866
24.92600455733362,2.0,7.0,38.116140669996284
24.28461175018142,4.0,7.0,47.274451943838564
27.01994126284123,2.0,10.0,41.43086200116933
20.456243172291178,3.0,,38.81371611080563
8.354358019319353,4.0,19.0,48.56108332042442
22.512153236525535,5.0,13.0,60.49780963894907
25.60102627586553,5.0,5.0,44.476700069467384
19.747906726801965,4.0,17.0,61.03882428914325
22.193150160788345,3.0,14.0,53.9362826877698
,3.0,16.0,56.233407036655294
31.242735145163607,3.0,8.0,50.98228415739155
22.952533205255527,4.0,15.0,55.789611923687815
17.58060711132707,1.0,5.0,25.83969565081662
21.689203673960808,,8.0,40.117096182532684
21.712270585562415,5.0,12.0,52.86914211224858
22.33773393527086,1.0,10.0,42.14826089602479
21.295950340001784,2.0,11.0,44.04843577484609
,1.0,18.0,42.152145285063106
21.236894633787344,3.0,20.0,59.06981939994508
28.35118945581858,3.0,6.0,36.8469222988205
27.82547091159979,3.0,9.0,51.813669483346246
17.24275612750681,5.0,7.0,44.053579450007426
18.869387071282333,5.0,,55.81740630905292
20.918625852441153,5.0,,57.85209058358179
17.8467147101818,3.0,11.0,44.85273829375239
26.22610100330312,3.0,8.0,49.26621047906376
16.2800044287036,2.0,15.0,38.65486645649382
25.707332009199206,2.0,17.0,59.249467329567906
24.860625650280973,5.0,6.0,49.66896508571485
26.004449092099964,1.0,19.0,
31.88461767463412,2.0,14.0,58.38791903921567
14.19504614627964,4.0,13.0,46.76858840346258
18.994861385093913,2.0,13.0,40.23567562550592
29.751681502487795,1.0,16.0,59.17465239861055
28.40461293683404,2.0,5.0,34.50954051301724
27.96016003650943,5.0,13.0,62.18229176116583
16.692104858977352,2.0,,50.579505117160764
22.814966310756105,5.0,16.0,60.429175417249816
22.612382864526175,3.0,5.0,39.89201907291708
23.70085277909285,3.0,12.0,47.66249244557466
24.81028258479852,3.0,17.0,57.877294189246804
21.231003731494546,4.0,18.0,51.48106680049852
21.998568530690083,5.0,9.0,46.56779968146278
23.075801785395747,3.0,16.0,
17.079450860320822,2.0,9.0,40.13584943984188
24.441671739303,1.0,11.0,44.11244736187601
22.35711982393004,3.0,11.0,45.015695182732436
,5.0,11.0,50.886949296458816
22.436302472859023,4.0,10.0,46.01018664658871
23.744884096535095,4.0,,61.615220681306205
20.445171385388186,1.0,6.0,28.037589504723407
31.98692549377241,3.0,14.0,60.07993171012552
12.808531888264874,2.0,,39.924372256616564
26.409388135776645,2.0,7.0,41.59870012930173
30.636725148126697,5.0,6.0,55.467010058347626
11.853957383938338,5.0,10.0,45.41408576435389
26.71740442531239,5.0,18.0,64.95965009932752
19.58395572948804,3.0,11.0,46.01595003696998
14.474255666775354,4.0,14.0,49.210156823838325
25.267766532543973,1.0,20.0,59.62608399644977
8.254312649042914,1.0,16.0,35.84947815938139
30.98804441630473,,14.0,53.88486031421372
14.554327024704614,2.0,5.0,25.64622113986828
33.81108557997106,5.0,8.0,55.24803248773334
,2.0,13.0,38.249837288267166
21.79720606627902,4.0,9.0,42.49800849158832
23.04709336899753,5.0,5.0,43.512554336767764
18.295509022253007,4.0,7.0,38.12489236966176
24.53129727663579,5.0,20.0,71.94031458349687
23.741911796196526,2.0,18.0,56.439678724117215
20.344890779884995,1.0,,53.70637759988234
35.31143687688622,5.0,,171.06052583207133
20.462065396620012,2.0,12.0,47.78748161617003
21.159739814847402,5.0,17.0,65.2102501860225
21.1836213398054,1.0,11.0,39.65013028480896
22.59331325537762,2.0,17.0,53.95501947871279
23.40812776974979,3.0,7.0,45.51575417047078
19.891414319511917,1.0,6.0,29.928908203231938
18.119852862377215,1.0,7.0,29.655471678692667
19.391270811438496,4.0,10.0,
17.115347521709552,1.0,15.0,39.463880479777686
20.541757305749183,3.0,19.0,61.0106289100958
19.667721732991087,1.0,19.0,52.69774042722338
18.05329880984813,2.0,8.0,35.17903195590045
28.665516923046862,4.0,17.0,67.76893209668422
30.38647319454124,4.0,10.0,56.77367954459849
22.61846735017939,4.0,20.0,63.2440075512016
35.1047070069563,2.0,19.0,70.9453839856025
14.321994936890867,4.0,6.0,31.533794397104227
8.516621439525741,1.0,8.0,24.617149357377524
21.388461428469398,3.0,13.0,52.59139098473332
25.647963221531846,2.0,,39.435904545689404
22.524111354904257,5.0,15.0,62.700853434314546
21.395048388422552,,13.0,55.314485558124794
13.481196123358423,3.0,14.0,49.21181586281202
14.662909148215881,5.0,20.0,60.727054143582166
18.768667372741376,3.0,10.0,42.18895443570649
23.050209950553896,1.0,8.0,40.67427014869524
22.411455066383635,3.0,15.0,51.3911351673911
20.196503830744742,3.0,14.0,49.39093667878841
31.097744101523993,4.0,13.0,61.64023731174613
24.33697409506924,5.0,6.0,45.48402203254881
,5.0,11.0,50.1796907460917
24.704415233089698,4.0,18.0,64.85684995282155
22.655661618093188,4.0,17.0,60.02729182534692
18.100435626203225,2.0,6.0,
18.227363001811444,2.0,17.0,46.35030306034835
23.878424260350332,2.0,16.0,55.31834448622178
19.02710221386326,4.0,15.0,55.507120443744185
21.81097504948857,3.0,18.0,57.56044301886317
26.495635073631412,4.0,13.0,55.19523511281449
17.173202903982833,2.0,5.0,30.290063095005866
20.02230700190995,3.0,13.0,48.341473666948566
26.768602151960124,1.0,8.0,39.803036741023156
18.350643440137492,1.0,14.0,47.52091493159283
23.777046515982803,4.0,19.0,
24.0769017086043,5.0,20.0,72.49562007544343
16.463101642749415,2.0,15.0,47.704535495312385
,1.0,9.0,35.426664202238285
21.860536211706854,4.0,10.0,47.64778162402541
15.178637528846117,2.0,18.0,53.95460515539498
31.6691820638359,3.0,15.0,63.09725843761272
20.109264759751355,5.0,18.0,157.24793477418427
15.665284953466298,5.0,15.0,50.061997715110124
17.3124740921507,5.0,8.0,39.19701181145006
20.019859139876093,3.0,14.0,51.88994398744909
13.81275893115929,,15.0,51.99979863191017
12.785535483769186,3.0,18.0,53.91919964777896
25.08696331142366,2.0,7.0,45.155294750588496
14.076828452265383,4.0,19.0,56.46025649003369
21.3713105925179,3.0,13.0,51.697453284162414
22.910729187284325,2.0,8.0,
22.360196509625176,1.0,19.0,53.746368625622246
25.30764993031889,5.0,6.0,46.60607145390242
29.420942919368688,1.0,18.0,63.59120181738718
18.961974569367545,,17.0,61.151407781722135
30.398520028347104,4.0,19.0,69.23741445891342
19.007898967259777,4.0,14.0,53.19823608236998
23.66662615018658,5.0,12.0,56.81817716233645
,5.0,10.0,56.247317150319205
12.782857019332383,3.0,15.0,47.73121003825695
,5.0,6.0,50.5239696837506
12.824903669946078,1.0,9.0,28.74317238429725
15.274950576954025,4.0,14.0,48.2577217970752
29.599148563630866,5.0,17.0,70.26388266175488
,2.0,13.0,47.45890236086415
10.288870570431918,,17.0,45.05054066581242
24.778355784368763,5.0,8.0,50.02690474941205
22.858865702912134,1.0,20.0,56.206974964432575
22.779406843170747,2.0,18.0,53.727911286124694
21.372182599315863,2.0,17.0,56.48025140053887
23.5616567536,1.0,13.0,
,4.0,17.0,62.968275378231574
20.095707062391313,1.0,13.0,38.788324209732465
13.826582005226365,1.0,13.0,37.46908174810538
20.35987820676501,2.0,8.0,45.98547096699065
25.55003057534488,2.0,9.0,46.02735048197152
21.456873169333512,5.0,16.0,59.75134365932287
27.57196579885725,2.0,17.0,58.92502195777509
23.551924442121745,4.0,11.0,
,2.0,11.0,50.26492599258194
16.8187449338089,5.0,9.0,44.1047124947004
,4.0,19.0,66.03491673989582
20.345636888081987,5.0,15.0,57.12296072463603
15.914050997157087,2.0,19.0,55.29449126247597
25.340390924897587,1.0,19.0,60.083080103404505
25.85500845861215,2.0,8.0,41.09425182241252
27.945938879147278,4.0,10.0,54.303768302452916
25.408850540452555,3.0,5.0,41.42204225577561
27.284645801035904,1.0,19.0,54.400095199755526
27.923556560503,1.0,19.0,57.75782894675249
29.462035587214388,5.0,6.0,52.75664763374797
16.111825146229492,2.0,9.0,37.94680893049341
,4.0,16.0,56.583830684294576
25.675931671307417,4.0,15.0,64.12071756449967
28.58270018209471,5.0,5.0,50.56560720910437
23.72019819331708,1.0,,35.47303359989627
25.722981501116337,5.0,15.0,64.84135081321854
26.12704134899906,1.0,18.0,52.21699409683708
20.707240656487123,,9.0,46.052109080369995
27.47922966393105,1.0,16.0,59.254007249146554
16.01330152294838,1.0,19.0,48.20918614410571
14.208776012215353,4.0,12.0,43.18733635788112
17.720324579090573,4.0,10.0,43.67117876852817
20.98089770181165,3.0,11.0,50.10564367354813
27.255306277817347,2.0,17.0,60.89788649478545
17.352557496489887,1.0,20.0,50.916024241485324
25.353470097189547,3.0,8.0,164.20970145489042
36.88658693096932,4.0,12.0,68.6586764749539
19.85482587452966,3.0,7.0,36.80768449443011
19.78253748671668,3.0,14.0,51.346196490001326
23.732321021364516,4.0,7.0,
27.67171250634,1.0,20.0,62.87844100038356
28.33126123122921,1.0,13.0,
27.968829851597352,2.0,5.0,37.83158445437442
25.38433843040595,2.0,16.0,54.245106889588534
35.25475470604456,2.0,5.0,42.14735499953063
19.91719009244307,4.0,18.0,57.11948076710682
17.514350928623585,4.0,20.0,56.379918944772044
19.409690453338452,5.0,15.0,53.880572138649974
24.13941634148643,4.0,7.0,45.510529799993456
16.528351959838307,3.0,17.0,50.996205597264456
,5.0,12.0,48.69881389353557
23.16767250606203,3.0,11.0,49.109085037595435
17.929608446926196,3.0,,44.747223892122776
24.17791288208219,,18.0,69.54310961408852
28.274760297265495,3.0,5.0,43.26474947635502
23.164505840355798,1.0,20.0,
22.291002535104482,5.0,8.0,52.835161300165545
32.50885215605607,2.0,7.0,51.198850915116594
29.51373615013325,3.0,5.0,45.55707571079744
20.918073246755593,5.0,13.0,55.6445696744937
21.46276388047238,3.0,12.0,47.26110310972129
20.74873095357284,4.0,6.0,43.05508284393095
20.317361255760936,2.0,17.0,54.13680768471117
22.762758620461707,1.0,19.0,59.46440688098539
34.71065282008272,4.0,14.0,67.17456092991272
23.558820267004624,5.0,20.0,69.59984367994214
24.873012387725147,4.0,20.0,61.43044165847371
24.19417038984257,2.0,13.0,49.96302437058956
19.611331873745886,3.0,10.0,
18.57677036849056,5.0,15.0,59.44608475505453
26.202588377797454,2.0,16.0,52.7968470580825
23.187095850972742,4.0,,55.423309207328955
21.762686867653898,5.0,14.0,56.061199232389406
16.71615960499524,3.0,11.0,39.63782598611135
31.226092079505747,2.0,5.0,38.062968200304866
23.456592585780793,2.0,14.0,53.30716857169625
26.75689010731619,2.0,10.0,
23.558605930203683,4.0,5.0,44.864660405006695
17.06489281170434,1.0,20.0,54.04005924582713
18.627716638631135,2.0,13.0,46.02538927410163
17.44662226563168,4.0,19.0,57.081807203059086
29.843650604373934,4.0,10.0,58.4822465081599
22.7799931534455,3.0,12.0,45.68495782696907
31.986545888648827,2.0,11.0,52.889332373868285
17.160363097687334,5.0,20.0,68.37841502202131
25.388289110902626,,16.0,65.76999573013428
19.8048361373839,3.0,9.0,41.042896229968896
23.123058646348603,1.0,11.0,41.26991501983215
30.257934805724407,2.0,12.0,50.66457393137659
24.85412347555062,1.0,10.0,41.52332058071753
16.732198262363646,,19.0,55.7153735776387
28.54357781443167,1.0,15.0,57.30192979249065
26.55012167674436,1.0,,38.30366804037808
34.50592676906013,2.0,14.0,58.9318826982934
,2.0,11.0,46.51118143642187
25.337558610695925,3.0,,56.06604892328744
21.24616166979273,2.0,5.0,26.74404121349886
18.880190567779565,1.0,10.0,35.63242342586491
11.308384769033928,4.0,16.0,44.73583453960658
14.220781566623906,3.0,19.0,58.46508722955738
25.861692305113195,5.0,5.0,48.26164475644015
20.69355674767381,5.0,13.0,57.04900326486726
20.417426357335795,,5.0,30.131616733461602
25.290338857616472,3.0,11.0,45.510807152070605
,3.0,16.0,50.61950781652712
19.99148294545039,3.0,13.0,51.23184064100703
26.398671954338134,5.0,6.0,45.32404260292101
23.193217342330165,3.0,12.0,49.210072721260254
22.97982344243719,2.0,,53.72069883367012
32.22564806890328,5.0,20.0,73.71994334373055
23.917636115978897,4.0,10.0,48.93217682683938
27.880183087334046,2.0,7.0,44.64559848722556
19.86738389217306,3.0,20.0,62.147917664485554
28.15064319934002,1.0,,59.68044646492274
17.679250617883685,5.0,12.0,
22.582608776992487,3.0,11.0,43.014926191292105
19.65908069311226,3.0,11.0,47.753400672785645
22.09297364226312,5.0,8.0,
26.615014165599412,3.0,9.0,47.8743611628239
15.879613151201703,1.0,15.0,40.959864651593634
18.608496929074427,,9.0,43.45292824756714
26.64091128706906,2.0,15.0,52.65917207429945
25.59033577603346,5.0,9.0,56.66848352286814
25.558827913143112,3.0,20.0,69.80351368086035
14.645650744516246,5.0,14.0,48.788234333155614
24.465963665616073,2.0,5.0,
16.903264759098178,2.0,5.0,30.292476200461614
16.087961853137415,3.0,12.0,38.70251582784844
24.85967845653992,1.0,13.0,39.55591693804709
10.763846518543499,,12.0,48.68200217353657
18.976225729421316,2.0,14.0,44.970159020646854
13.277574531669263,,6.0,27.128804362879283
21.053706781015027,5.0,15.0,59.205300949744355
16.543405262697398,1.0,17.0,
15.780602381298868,3.0,5.0,
20.533361348884696,,5.0,45.186720159700585
15.348068108383693,3.0,6.0,28.38280009078433
27.646072006633798,1.0,7.0,42.272803628863315
,4.0,11.0,52.21460344485227
13.152040723201564,4.0,9.0,43.000749963108156
17.546949367842288,3.0,6.0,
25.411901552977294,4.0,8.0,50.922398704000535
18.974283036761253,5.0,16.0,
24.87879464276209,4.0,7.0,41.057638545186066
21.993795197867772,1.0,11.0,38.576936919713354
29.51270737351873,1.0,14.0,48.73805654590054
32.21748651330032,2.0,19.0,64.77883349937454
23.930885246346016,3.0,14.0,48.12751284238713
,1.0,17.0,50.70914222071178
14.581242037941712,4.0,13.0,43.707626128778735
30.280380533088447,5.0,10.0,60.09150701205003
23.303770917887974,4.0,5.0,45.13215399390053
26.22156566258942,4.0,5.0,41.05139963312987
21.742204087129018,3.0,14.0,50.79815002396219
24.600912294515577,4.0,18.0,
21.678590160848117,2.0,9.0,43.66248539444253
30.120141124791402,2.0,13.0,57.17949686141561
19.532858883535845,,14.0,53.599300183872984
,5.0,9.0,54.8088404688759
25.439483511001605,4.0,7.0,42.774460128521135
31.74335005405674,2.0,14.0,61.77095784729856
